Wall time,Step,Value
1777405627.8018277,2048,-1.6424884796142578
1777405630.8026643,4096,2.3207318782806396
1777405633.5729492,6144,5.494377613067627
1777405636.3518784,8192,10.852997779846191
1777405639.1504333,10240,19.69165802001953
1777405642.0199127,12288,29.789697647094727
1777405644.8574908,14336,44.79960632324219
1777405647.5933342,16384,60.507442474365234
1777405650.3018024,18432,80.41283416748047
1777405653.0265133,20480,101.32611083984375
1777405656.0162435,22528,119.56047058105469
1777405658.8725767,24576,142.2364044189453
1777405661.6624634,26624,161.509765625
1777405664.499333,28672,184.09158325195312
1777405667.3045235,30720,204.59747314453125
1777405670.0455618,32768,219.478515625
1777405672.9511483,34816,240.00515747070312
1777405675.6636636,36864,257.4642333984375
1777405678.65313,38912,277.5161437988281
1777405681.6401362,40960,292.1893310546875
1777405684.4617372,43008,307.53900146484375
1777405687.365236,45056,311.9673156738281
1777405690.210285,47104,323.6855773925781
1777405693.1335886,49152,327.6831970214844
1777405696.0872715,51200,336.0968322753906
1777405698.8083827,53248,350.3105773925781
1777405701.7367911,55296,357.4676818847656
1777405704.530586,57344,359.00634765625
1777405707.3100219,59392,357.5478820800781
1777405710.0306077,61440,358.8066711425781
1777405712.9837255,63488,356.0781555175781
1777405716.0061026,65536,353.89019775390625
1777405718.9807217,67584,352.47723388671875
1777405721.868219,69632,344.9950256347656
1777405724.7964215,71680,344.27288818359375
1777405727.598562,73728,340.0679931640625
1777405730.4839132,75776,340.20745849609375
1777405733.3002048,77824,341.7296447753906
1777405736.1332686,79872,343.395263671875
1777405739.0128732,81920,343.4759216308594
1777405742.0523214,83968,341.2113037109375
1777405745.0061643,86016,340.4158020019531
1777405747.735486,88064,341.2270202636719
1777405750.4830685,90112,342.2891540527344
1777405753.4575968,92160,346.702880859375
1777405756.4145887,94208,345.31793212890625
1777405759.2824197,96256,342.2416687011719
1777405762.2114651,98304,344.23028564453125
1777405765.1148179,100352,347.37701416015625
1777405768.0905216,102400,348.9994201660156
1777405770.9568923,104448,347.9753112792969
1777405773.8801377,106496,348.3565368652344
1777405776.7289913,108544,349.2632141113281
1777405779.5614429,110592,352.1049499511719
1777405782.3979473,112640,356.79840087890625
1777405785.3356085,114688,361.36383056640625
1777405788.1387413,116736,362.4387512207031
1777405791.1663516,118784,370.706298828125
1777405793.9357378,120832,376.4788513183594
1777405796.8296041,122880,374.1412048339844
1777405800.1395152,124928,377.1173095703125
1777405803.162944,126976,371.6621398925781
1777405806.03886,129024,375.00946044921875
1777405809.846376,131072,383.7456359863281
1777405813.2469308,133120,386.7417297363281
1777405816.3843315,135168,392.46868896484375
1777405819.8666039,137216,404.13104248046875
1777405823.1994286,139264,416.8246765136719
1777405826.4448962,141312,422.2595520019531
1777405830.1871145,143360,432.9459228515625
1777405834.3270326,145408,447.82476806640625
1777405837.734596,147456,449.6390075683594
1777405840.8871598,149504,451.9203796386719
1777405844.0547905,151552,466.04827880859375
1777405847.1587808,153600,472.36285400390625
1777405850.6752822,155648,477.0511169433594
1777405854.143217,157696,491.0277404785156
1777405857.1144984,159744,500.0263671875
1777405860.734824,161792,516.0534057617188
1777405864.0323987,163840,528.4685668945312
1777405867.303773,165888,542.084228515625
1777405870.2961175,167936,560.6280517578125
1777405874.010106,169984,578.3619995117188
1777405877.3422215,172032,589.6787719726562
1777405880.9129286,174080,601.0798950195312
1777405884.098907,176128,606.3090209960938
1777405887.3784292,178176,617.6970825195312
1777405890.683328,180224,627.67431640625
1777405894.157176,182272,643.8646240234375
1777405897.717647,184320,632.9801025390625
1777405901.0922213,186368,626.3550415039062
1777405904.505547,188416,619.133056640625
1777405907.7135603,190464,627.6017456054688
1777405911.0156379,192512,620.9879760742188
1777405914.1259594,194560,621.5209350585938
1777405917.58526,196608,634.3528442382812
1777405920.6609008,198656,637.7744750976562
1777405923.70693,200704,642.9741821289062
1777405926.6466334,202752,636.0750732421875
1777405929.7611966,204800,640.5940551757812
1777405932.4679153,206848,676.8502807617188
1777405935.3818865,208896,696.8695068359375
1777405938.3864167,210944,729.1312866210938
1777405941.2335932,212992,758.137939453125
1777405944.0876317,215040,771.7744750976562
1777405947.2161925,217088,798.7813110351562
1777405950.174826,219136,824.1793212890625
1777405953.1247413,221184,845.39990234375
1777405956.0790925,223232,856.3829345703125
1777405959.2057354,225280,868.3372192382812
1777405962.7611048,227328,901.6134033203125
1777405965.9828963,229376,909.25048828125
1777405969.3141227,231424,954.7236938476562
1777405972.4153006,233472,995.4801635742188
1777405975.0059361,235520,1037.060546875
1777405977.9794433,237568,1065.6080322265625
